text,commenter_channel_display_name,comment_publish_date,video_id,platform,label
as a person with 6 mental disorders including anxeity it's very hard.,xyla cochran,1677736596.0,b6WKN64k_mc,Youtube,0
I get really irritated when I see people pick the dirt under their nails and bite their nails scraping any knee or something or having a bad bump on their head I don’t what it is tho,🐾moxie_<3,1686969750.0,fz6dbtnwEi0,Youtube,0
@Nintendo facts mhm,OfficiallyKiwi,1683595989.0,_MS_j7Ecc6k,Youtube,0
This is so relatable especially the last one I overthink everything and get scared and I just can’t control my thoughts but I’ve never been diagnosed with OCD,ShoeandCar Lover,1670850195.0,GqgRCPs1bdo,Youtube,0
Kinda seems like theyre just blinded by the options. I bet i could touch that stove.,EGS Samurai,1690339074.0,PGu2-QOfLBA,Youtube,0
Do they know that they are accursed? Satan is accursed. That would horrify me. They don't seem to care.,Lynn Ivey,1681423735.0,BcKuX6TV1To,Youtube,0
"@Endtherinbetween ☻ 😈 It really is difficult. It's a massive struggle. Then again, I do agree there are good things. I like being able to pay attention to the smaller things in life and hyperfixations",anya,1666752189.0,-gCSzvsCWCU,Youtube,0
"Just be warm it's the most easiest thing for doctors to miss diagnose since you have to be diagnosed preferably as a child. I was diagnose and I'm 22 I never ate sugarfood and I had bad focus having a soda or a cig helps lol. Plus if you also teach yourself how to focus it helps much more taking that initiative instead of using Adderall, Ritalin or concerta. Those medications are bad kids getting med checks for it once. Another cuase this medications can cause heart issues.",DeadlyGamer666,1673956252.0,kYZtrLHUNLM,Youtube,0
"true true. i have ADD and I’m a ytber, i try to make effort and detailed videos but I just rlly can’t. then I waste my storage, lol!",devil,1690585457.0,PGu2-QOfLBA,Youtube,0
"Idk if I have ocd, but I get intrusive thoughts like that all the time. For example, if I don't cover my whole body, including my head, with a blanket when I sleep, I won't be safe. When I was younger, I used to get intrusive thoughts about like, if I don't get up the basement stairs in ten seconds a monster will attack me. It's really hard.",clownii,1670829438.0,GqgRCPs1bdo,Youtube,0
But what if a person is allergic to shell fish like me???,Hibiscus7,1674072831.0,qCthXuL1yZU,Youtube,0
"​@Jodi Lennon actually most autistic people prefere to be call that. No im serious, there were polls that were made to test it. 

Most of us don't care, I'm sure there is some people that do but for the most part. We dont care.",Just an autistic nerd,1687077945.0,8_RK7jQrQbc,Youtube,0
Just meditate dawg,@sinic07,1698350281.0,2uE8YsXdloA,Youtube,-1
"Glad you’re here. You are light, you are grace, you are love & loved.",Why Not,1674479125.0,Tyq492QJOkw,Youtube,0
Yeah,Sport Facts,1688863033.0,OlM33xwZQbs,Youtube,0
"The young woman has value. Very beautiful and fertile by the looks of her. The young man has no value whatsoever. As far as all this mental health bullshit get over yourself. Life is a crapgame and you can die at any time. And by the way the government is your enemy. Your Taoiseach is a queer who sucks dicks and takes it up the ass. <span class=""truncated"">Where is the mental health in that? Pray to God and ask for guidance for he is the one who made you and has a purpose for you.</span> <span>[show&nbsp;more]</span>",ZedZardoz,1696996116.0,1DtV1h6qAj9t,Bitchute,0
I am kinda like that but on don't have ocd,iloveageldustheiscool,1671861246.0,GqgRCPs1bdo,Youtube,0
😂😂😂 man said hold up its my birthday go ahead go ahead hahaha love it !!!,Jo Brando Fishing,1690230305.0,l2KuxKGImMw,Youtube,0
The wall got licked 😭😭😂😂😂 lol😂😂😂😂,Stephanie Vazquez,1695080507.0,gmzX3R_fhrI,Youtube,0
I grew up in the seventies in England and I never heard of mental illness in society same with having anxiety I think it was called having butterflies in the stomach back then 😮,@shaunlincoln-roberts8270,1684933025.0,jWH4yjOP9JI,Youtube,0
Amen,Zell Dincht,1679323912.0,Szew595ukwY,Youtube,-1
Girl u got this push through it ur so brave ❤❤❤❤,bakedpotato🥔,1674122684.0,Tyq492QJOkw,Youtube,0
"I loved spinning and sitting upside down. I still do, especially if I'm at a playground, I'm a full adult and I'll still put my chest in the seat of the swing, spin it as far as it'll go and lift up my legs and let it swing all the way back in a circle. That shit is unmatched",courtnry salamone,1682655503.0,8_RK7jQrQbc,Youtube,0
"I think I have ADHD I’m not medically diagnosed but I have literally almost every symptom you talk about and occasionally during class I will get these random burst of ansyness (made up word) where I can’t stay still and then after about 30 minutes to and hour it will go away but it’s really annoying because I get really shaky and have to like let me hand just randomly scribble and have no clue what I’m even drawing it usually looks like a tornado like Literally a circle of scribbles (I’m not trying to self diagnose but that is just what I think, I’m not totally sure)",@kennedy594,1668675189.0,e4-NNSFIZNs,Youtube,0
"In the name of Jesus Christ, Amen 🙏  I hope to have a safe sleep tonight, God please watch over my family and our home.",Kali Kashmir,1664625370.0,Y83salNpzAo,Youtube,0
I wasnt expecting her to put that whole piece of fruit in her mouth🤦🏾‍♀️🤷🏾‍♀️😂,Erika Wright,1669186761.0,YqLwvkMPaYw,Youtube,0
I’m sending this to my mother. Love this.,Nikki,1684989522.0,PGu2-QOfLBA,Youtube,0
I took Tylenol PM every night while pregnant and my son is absolutely fine. Genetics might have something to do with Autism I don’t think Tylenol alone is able to cause autism,Estherrrr,1679364492.0,IlsEZLs1PUI,Youtube,-1
"I can say this with passion, FINALLY SOMEONE WHO DOESN’T POTRAY OCD AS “quirky and cute” or as being a “neat freak”. I suffer from OCD myself.. for me I don’t have compulsions but I have obsessive thoughts that tie to compulsive thoughts. This usually happens in social areas. A good example would be, say I was at the lunch table with my friends and one of them makes the slightest of an unhappy emotion.. I start thinking in my mind OVER and OVER again things like “Are they annoyed with me?” Or “Are they ok?” And then I repeatedly ask them these questions. It’s hard for me to live with this.. mostly because I haft to bear all the weight of anxieties. I also take on other people’s problems and make them mine.. not on purpose either or in any malicious ways. I just get so concerned I try my best to help others but I get caught up in it and it becomes a problem for me as well. But yeah, OCD isn’t just being a UWU kawaii neat freak.. it’s a serious condition that can impair someone’s ability to function.",YourAverageEverydayIdiotIsHere,1693636654.0,GqgRCPs1bdo,Youtube,0
I will try ❤🤲,pearl sky,1678331677.0,LRx8ldVnF4w,Youtube,0
Both❤,@gacha_death2558,1688006952.0,jqffqAJRRLY,Youtube,0
"Omg y’all I have this thing we’re I just doze off and maybe look at the wall or something it’s not really a condition or anything I just do it,and there has been multiple times where I would doze off and accidentally look at someone like I wasn’t looking at them cuz their hot (most of the time) but because it just happened and it’s so embarrassing when the LOOK BACK LIKE NOO",Uglybeach21,1646818926.0,2n-GS8LUddU,Youtube,0
*dizziness left the chat,Sussy squad,1681647453.0,8_RK7jQrQbc,Youtube,0
"Hyper fixating on new YouTube channels…
Bingeing new shows for a night (and never finishing it  )",@esthersteier6840,1666233954.0,e4-NNSFIZNs,Youtube,0
They probably shouldn’t get to vote either. Look at the damage that 18 yr olds do with votes.,Will Hewitt,1684266414.0,8g5shmI0bJ8,Youtube,0
"Thank you mighty and loving GOD, 🙏🙌❤, for your endless mercies, all round healing 🙏❤,   underserved kindness,  for watching over me and my family, and giving us peace ✌🙏❤♥like 👍🙏❤ a river,  and thank you Jehovah for being our peace ✌.",Eunice Temienor,1667758689.0,Y83salNpzAo,Youtube,0
I agree,Alex Timblin,1686300447.0,3lZiRXywXLY,Youtube,0
This happens to me a lot,FA-Team,1670905383.0,GqgRCPs1bdo,Youtube,0
I would kiss the burner for one hundo,Kaleb Prine,1684542302.0,PGu2-QOfLBA,Youtube,0
ويا ابني روح كمل حملة مقاطعة كل من يجرح مشاعر رسولك صلعم احسن🤣🤣🤣🤣🤣,Danial assyrian,1669501733.0,UJLwNZ0tld0,Youtube,-1
I had ocd when I was 10 like I hated odd numbers but I am cured now when I’m 11,Lavit Gaming,1671303750.0,GqgRCPs1bdo,Youtube,0
Okay  I love this😂,RussellSNC,1677833190.0,qt2Bpryqnv0,Youtube,0
Okay are you a mind reader,I'm Ebony 365,1698118765.0,ftnS5k1Exlk,Youtube,0
Its the INTERNET,Eda Ochangco,1691583988.0,HPc0nOxEmF0,Youtube,0
So most religious people... got it.,Confidently Unconfident,1696232942.0,xphnHCRgvOg,Youtube,0
Facts when I'm tripping out on too much shrooms or LSD lol,idkyoo,1684396054.0,waVltXLvwaU,Youtube,0
bella casually just describing all the things i do🤯🤯🤯 😥😥,Arsenic,1658694513.0,MXAUwEVIL7E,Youtube,0
l think l have OCD😢,🦊Paisley🦊,1698199180.0,GqgRCPs1bdo,Youtube,0
I really empathise with you. It must be so hard but I am glad that you have such a deep understanding of the condition.,JAMAICAN BUZZ,1669233820.0,-gCSzvsCWCU,Youtube,0
Pov: tiktokers about to fake disorders,PngTubers Suck 卐,1670990526.0,GqgRCPs1bdo,Youtube,0
My Dr prescribed dopamine & i couldn't take it it was like meth i couldn't sleep  & wired,Kathy Childress,1670045814.0,kYZtrLHUNLM,Youtube,0
Dr. Julie...you know me so well,Finn,1694521399.0,LaVUX5bHz9Y,Youtube,0
I hate being alone a lot . 🥺,Patrick Wentzell,1658942190.0,MXAUwEVIL7E,Youtube,0
Me exactly 💯,Cody Abrameit,1698397803.0,GqgRCPs1bdo,Youtube,0
Not him describing me 😢,Maddy_,1663582108.0,2n-GS8LUddU,Youtube,0
Just figure out I’m depressed,Material squirrel 897,1658638755.0,MXAUwEVIL7E,Youtube,0
Bro's been farming Mr beast for views like people farming technoblade.,King Ultimus,1682077451.0,u1r43GNrtzA,Youtube,0
I didn't knew that i had a OCD i thought that i am weird 😅,Sagar Verma,1671060513.0,GqgRCPs1bdo,Youtube,0
"Amen, and thank you for sharing this encouraging word! Psychiatric medications can cause severe dependence even in those with no addiction history. They can be extremely dangerous, hard, or impossible to come off of, even if the person isn’t abusing the drug. There are many people suffering immensely due to the side effects and withdrawal caused by these drugs. Sadly, they’re being over prescribed and used for longer periods than medically intended. Many on these psychotropic medications, including myself, will need supernatural healing to come off of them!",@lindsaygraham9115,1674773562.0,hB5cC5X39pM,Youtube,-1
"You can speak. But, we do not have to listen to it.",shaggy bear,1676425449.0,BcKuX6TV1To,Youtube,0
It was December 21 birthday. He went out to get his first alchohic drink!,☆Liz☆,1670751272.0,70FM7M62_TI,Youtube,0
She too cute,Mal gaming,1672966976.0,-gCSzvsCWCU,Youtube,0
"That was fun and a real indication of how much Mikko is progressing. Mum's face when Mikko repeated "" curly"" priceless 🤗 I love her willingness to try different tastes , some children would be so resistant. Great video.",Pamela Philip,1674038241.0,WDymiiSfS4s,Youtube,0
"Well guys, its time to return to the 1800’s mental treatments 😔",Jackson Bolt,1668334006.0,FjuelU1QMWY,Youtube,-1
Facts brother,Hezi Bird,1692770604.0,RC1919tTab0,Youtube,0
@follow Jesus yes because a prophet said I was prophet and seer,Ariana GrandeVids,1691031878.0,H6DQDcgH9-o,Youtube,-1
It's horrible,ThatOneWierdCatOnUtub3,1679291274.0,GqgRCPs1bdo,Youtube,0
Yes she knows that but as I’m prescribed with OCD it is sometimes like that,Amo,1698639622.0,GqgRCPs1bdo,Youtube,0
"“Brush your teeth or you’ll die” “do this or you’ll die” I knew I had ocd butI never knew that, that was apart of it!!",Seo-yeoung,1678241296.0,GqgRCPs1bdo,Youtube,0
OMG I have the same feeling as the second one I always have to make things perfect and when I try to avoid it bothers me I am grateful she made a vid like this ❤,Spice,1679884343.0,GqgRCPs1bdo,Youtube,0
When the teacher calls on me I panic😭Like I was spaced out and I'm scared to ask to her to repeat😥,what,1649554160.0,2n-GS8LUddU,Youtube,0
"@James Try microdosing psychedelics. They use it in therapy in some countries. There are a lot of ted-talks about microdosing, both by regular people who have tried it, and by professionals.",Twin Dolphin Playing in Aquarian Moonlight,1670158035.0,kYZtrLHUNLM,Youtube,0
I use to rock all day long it’s good to see he’s growing up without judgement,Cinnamon Roll,1681809112.0,8_RK7jQrQbc,Youtube,0
I had a bus evacuation drill a week ago so I’m always scared that something bad will happen to me I have dreams of where there is a fire and I run out and my mom or my dad or my dog doesn’t make it and you know what happens I’m not trying to make myself special or anything but I can relate,ItzLife,1666240121.0,b6WKN64k_mc,Youtube,0
"Groids shouldn't b hired for any job<time class=""edited"" data-original=""2022-09-02 22:46:25.408124+00:00"">Edited 2 years ago</time>",HiDDensee.lee,1662176771.0,J6cP7WT5aPWN,Bitchute,0
"""Because, i forget to put sugar into my bowl of milk and Cornfkakes, brothaar!"" 😭",Stop Ball Watching,1684698450.0,0I4leK5RS8g,Youtube,-1
……😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂bruh,Chain,1674240949.0,WDymiiSfS4s,Youtube,0
Why half healthy half not?,Pancake Knight,1680892518.0,DPmkskPbsuI,Youtube,0
"I'm afraid to ask, but are there ways to recover without going to extremes?  I'm just so afraid of body changes and the pain that comes with it.. I can't even tell anyone about it, it's so scary and personal.  
Sorry if the question is inappropriate.  
I love your content and your determination, it makes me believe that there is always a good way out, thanks <3
(Also I used a translator so it might sound a bit wrong)",Kus,1668650914.0,DPmkskPbsuI,Youtube,0
WE DONT NEED TO HEAR YOU! JUST GO TO THE HOSPITALS !!😊,JoMiSh,1682007514.0,BcKuX6TV1To,Youtube,0
"He just hit the NAIL ON THE HEAD becouse all THES one bee men and women are following a TREND THEY LIE TO THEM SELF OR THE WANT TO HURT OUER KIEDS LIEK THE 2 TRANSGENDER MALES THAT RSPET ADOPTIT 9 YEAR OLD KIEDS, YOU ALL ARE SICK, YOU NEED GOD",Donald van Rensburg,1681974330.0,BcKuX6TV1To,Youtube,0
Breath air and get a six pack,@jjenniferelizabeth,1681542694.0,2uE8YsXdloA,Youtube,-1
I absolutely love this ❤🎉 Happy birthday Julian 🎂 🥳,Melissa Jordan,1690329133.0,l2KuxKGImMw,Youtube,0
@SevereSkillissue thank you,Jenna Lavena,1670612055.0,N4vwF8SFQlQ,Youtube,0
"I am very much a bumper car. This past week was particularly bad, both my arms have several small bruises at various stages of healing",Sharon oddlyenough,1690099301.0,4e9-6N3ffFA,Youtube,0
"Im doing biomedical treatments for my autism and it works. You can try it too, it’s not very expensive and there are no side effects.",Nancy Clark,1668872434.0,-gCSzvsCWCU,Youtube,0
Smartttt. I currently have depression kitchen and maybe this will do the trick :),Gracey Shaw,1673088463.0,6RaXv-m8K9U,Youtube,0
He was okay after the cut. It was getting hot and very long.,amimeow,1697403107.0,-gCSzvsCWCU,Youtube,0
If in hyper focusedim running I to every thing but normally I'm daydreaming.,28 stabwounds,1690944820.0,4e9-6N3ffFA,Youtube,0
You are the perfect mom for her,Dakota Fuller,1676930932.0,-gCSzvsCWCU,Youtube,0
Thank You So Fucking Much.,lilly ☆,1674451112.0,GqgRCPs1bdo,Youtube,0
He just told me that he has an ED how do I help him? Or what do I say 😔,𝒕̷𝒉̷𝒆̷𝒓̷𝒆̷𝒂̷𝒍̷𝒔̷𝒍̷𝒊̷𝒎̷𝒔̷𝒉̷𝒂̷𝒅̷𝒚̷,1684512421.0,_dLWisnAySY,Youtube,0
"Daydreamer!!
Bumpercar at home...",Tania Swain-Williams,1698105448.0,4e9-6N3ffFA,Youtube,0
I have ocd and this is very true!,Average yan sim enjoyer,1682491533.0,GqgRCPs1bdo,Youtube,0
"@Zoë Hjelm Not at all, and you perfectly demonstrate why I love our autistic brains so much. We say exactly what we mean - nowhere in my statement did I say sensory issues are easy or whatever you seem to have inferred. Read my words exactly as they are written and you will understand.",Elbeestevens,1667078115.0,-gCSzvsCWCU,Youtube,0
im all of em,Angeline Badillos,1690270769.0,4e9-6N3ffFA,Youtube,0
Give his mom an Oscar,R.Y_Faxx,1689886594.0,yHQv2pUungI,Youtube,0
Someone really close to me has anxiety and I want to help them as much I can. Anyone have anything that helps them that I can use to help my close person?,Dream Big,1690936288.0,b6WKN64k_mc,Youtube,0
Biden is also going to be impeached,chevycartman,1688491980.0,JGw_BzwtqtM,Youtube,0
Get the kid skates!!! Future figure skater :))),Evan Hansen,1681791192.0,8_RK7jQrQbc,Youtube,0
😊 I subbed,@CookieTheHamsterAndFriends,1692740982.0,Vn1S5EsD45o,Youtube,0
My anxiety is awful It’s hard to go to school for me because I have a random fear of fire drills (Ik it’s dumb I just rlly hate being startled) anyway I bit my nails like crazy and have crazy thoughts that my mind can’t stop thinking about,-Simply-Editz-,1666156758.0,b6WKN64k_mc,Youtube,0
"Why are all these accurate to me??? 

You stalking me 🤨🤔",{Teddy Shadows},1689886401.0,4e9-6N3ffFA,Youtube,0
"hey, i just wanted to say thank you for helping me start to think about whether what i’ve got going on right now is ADHD or not!",adaa,1661557100.0,jUF1K9rsh9o,Youtube,0
Why do I have those ‘do this specific thing or something terrible happens’ thoughts?,Marauder’s Map,1674868379.0,GqgRCPs1bdo,Youtube,0
I have a question can you have adhd and ocd both cause…,Catarina Amy Obatta,1678374008.0,GqgRCPs1bdo,Youtube,0
GOD BE WITH HER IN CHRIST JESUS MIGHTY NAME AMEN,PATRICIA DAVIS,1665044363.0,-gCSzvsCWCU,Youtube,0
Makeup,Zsófia Róka,1689290776.0,HPc0nOxEmF0,Youtube,0
My anxiety was so bad on the first day of school I couldn’t even ask to go to the bathroom and I couldn’t help it at all.,Aaronae Thompson ,1678671076.0,b6WKN64k_mc,Youtube,0
"Get Your Early Ticket I am the first:D
👇",assasindudeh,1689885744.0,yHQv2pUungI,Youtube,0
"I was biting my lips without realizing it, until I saw this video. There's marks on my lip. Was my anxiety.",Cláudia de Sá,1673106663.0,bCbnJrh_PLQ,Youtube,0
yeah better to stay in a mental hospital on 'happy pills' than in a ukroid trench getting shelled,December1991,1659253598.0,07mlgIC07fKZ,Bitchute,0
"⚡️⚡️ watch this video to help spread the gospel with me! 
https://youtu.be/Aa2IetMng9g",Ian Ross,1666402557.0,msZG1Cryu-c,Youtube,0
"​@Dot Cassilleshi Dot, hope you are well. I've been a crybaby since i was little... It has brought me much shame and i have saught out even more shameful ways to cope. I'm a Christian now so i am at peace moreso than ever however i work in a very draining job and i have gotten to this point now where i am feeling like a shell of myself and the tears come when im alone but i can no longer comfortably share the pain. Its hard to turn to loved ones when you know they cannot understand. I get serious anxiety attacks but i have to supress them for my job and it comes out through other symptoms of stress. I think a lot. I analyse the therapists 😅 i am a sensitive soul who is stuck in a cruel world. We can just appriciate the good days more because of that. Much love from South Africa 🇿🇦",Ashes to Ashes,1692047026.0,iiHAnwJo69g,Youtube,0
Fellowship is life . The lack of fellowship is death,Barry4B,1696764210.0,0I4leK5RS8g,Youtube,-1
I relate to Belle most (absolute book nerd) but Ariel is my fave.,Dnd_Nerd,1689274678.0,QZYfVcw9gmU,Youtube,0
Tysm Man,XenoZrain,1663688960.0,JNKntNB-6B8,Youtube,0
Wow I never knew I had OCD I do now I just thought I was weird,Isaiah Reinmiller,1674376943.0,GqgRCPs1bdo,Youtube,0
I was more of a TV guy. It actually could be fun to have conversations  with people on the tube.,Dr. Night Owl,1671697377.0,ih_t7x9LYLE,Youtube,0
😂,Farid Benali,1679837293.0,BcKuX6TV1To,Youtube,0
I have both,Yourgirl.where?,1685590402.0,GqgRCPs1bdo,Youtube,0
I have anxiety and the fact that she said oh that’s so easy really offended me I hope you don’t go through  anxiety,MEGAN -ROSE,1663893156.0,b6WKN64k_mc,Youtube,0
"So true. I work as a therapist, and lies from the enemy form the basis of every mental illness. Schizophrenia in particular is for sure demons. Even when there is a chemical imbalance in someone’s brain causing depression for example, you have to question well what caused that imbalance?",Lauryn White,1679292976.0,Szew595ukwY,Youtube,-1
Aw you look beautiful my sis did that but she got through it so you can to ❤🎉😊,Genevieve,1689950295.0,Tyq492QJOkw,Youtube,0
Pizza,@LlTERALLYHIM,1692795771.0,2uE8YsXdloA,Youtube,-1
I’m a mixture of all of those at once sooo yea that’s me walking when I’m bored,Laney Meyer,1690280831.0,4e9-6N3ffFA,Youtube,0
Girl I am sensing love and hope to you please be strong- when you want to give in just keep going I am so proud of you for trying and continuing to try,Momo,1674197560.0,Tyq492QJOkw,Youtube,0
I am both of them,@ilovemagalo,1693352279.0,jqffqAJRRLY,Youtube,0
. . .Do I have autism?,Neptune_CHeese,1683993831.0,fz6dbtnwEi0,Youtube,0
Wrong,Hunter_Abbas,1690150547.0,QZYfVcw9gmU,Youtube,0
And those people think that we are weird,THE DARK NUTSACK RETURNS,1648767510.0,2n-GS8LUddU,Youtube,0
Exactly. My ocd is intense forcing me to do stuff,Missjordanrp,1671576720.0,GqgRCPs1bdo,Youtube,0
I Rotter  make a men its what iam teaching my son be a men and be who you want to be but wen you wen a problems I help and listen and do what you need I want all my kids to feel always love and important no matter who they choose to be,Veronica Grimaldi,1693343855.0,RC1919tTab0,Youtube,0
Fun fact: most people with ADHD like me are both ❤😅😊😂😢🎉,@Pixthe_frogzgirl,1690413782.0,jqffqAJRRLY,Youtube,0
❤❤❤😊,Ruby Clark,1689748366.0,l2KuxKGImMw,Youtube,0
She’s so cute 🥰,Sadiki Davis,1665911007.0,-gCSzvsCWCU,Youtube,0
"Wow, Steve Bannon, when are you going to prison?",Nick Constantinidis,1687592877.0,JGw_BzwtqtM,Youtube,0
My partner is an elementary school teacher. The perfect partner who understands me. 🤗,Di Making it everyday,1652727345.0,R2O31GUYUfc,Youtube,0
Dude I'm a drug lover. I've noticed those with it and they do speed THEY SLOW DOWN they smoke pot and SPEED UP!!!! It's weird,DFKPITBULLKING,1670060127.0,kYZtrLHUNLM,Youtube,0
Bro just describe my whole life rn 😂,VibinVina,1679581547.0,2n-GS8LUddU,Youtube,0
"I have monophobia and that leads with anxiety
 if you're talkin to me it is not fun one time I cried so I got sick 🤢🤕 I trust my mom a lot and when I say a lot I need a lot 💗 but sometimes I cry so much I just forget what the point of living is and then I just feel like I failed life it's really weird but remember literally everybody has it😅",⭐salior_moon⭐,1690960937.0,b6WKN64k_mc,Youtube,0
I haVe aDhD and it is funnn I’m type 2,@jiuliabellinetti4154,1686009165.0,jqffqAJRRLY,Youtube,0
Awwww...too cute😊,hija de Dios,1680835813.0,aPpQgvZYToo,Youtube,0
Candace for president🎉🎉❤😊😊FJB,@jeffreythomas2787,1683523602.0,jWH4yjOP9JI,Youtube,0
Ok I know I will get some hate but I HATE GINNY,TotalDrama ,1689933315.0,zGI4Ocz9XlU,Youtube,0
"Yes, I survived Anorexia!! You need help!!",trish dodson,1676873674.0,Tyq492QJOkw,Youtube,0
Mom definitely has both sometimes! Thankfully it doesn't get to bad most the time!!,@gracephillips4193,1688891768.0,jqffqAJRRLY,Youtube,0
Amen🙏❤🙏🙏,Adnan Rehmat,1666167459.0,Y83salNpzAo,Youtube,0
😅,Darknesiya Eins,1670528749.0,vWVzT3cH5XU,Youtube,0
how is she still alive?,enlightened arsonist,1693520337.0,bd4AyyVJfSg,Youtube,0
"Fun fact: There is a neurological disorder that is extremely rare in the world called AIWS, full name being Alice in Wonderlamd Syndrome...
The disorder can be cause by multiple reasons, (you can google the causes) but the symptoms are basically, seeing or feeling everything to be an abnormal size, could be either large or small, including your own body, as for example, people with aiws could feel their leg is way too big or, way too small. Yet their body figure is normal. Maybe this is much of a fun fact..",xiomara lopez,1690076686.0,QZYfVcw9gmU,Youtube,0
"​@HyperSonicMissileso I can, I mean there are more heavier doses? I can literally take 56mg+10mg drink cup of coffee or two and go back to bed or sleep after lunch but still can't do work that's sooo overdue... But if I had to show or teach someone I might have done it already and wow that's so unrelated now...",bbrrraaapp,1697695084.0,PGu2-QOfLBA,Youtube,0
"after rewatching the video- many times. What I got to know is that
over thinking, being productive and eating a lot means ur depressed. 
Help",AyKacha,1658682922.0,MXAUwEVIL7E,Youtube,0
This made me cry.,rachiu,1697755464.0,gwlaME7KAz0,Youtube,0
Oh geez....so i have it....sad,CJ Animated OCs,1658738909.0,MXAUwEVIL7E,Youtube,0
I hate ADHD and being OCD,Kylie wasfound,1670899018.0,GqgRCPs1bdo,Youtube,0
yesss,alexK,1691378414.0,SsPFNgywqHQ,Youtube,0
"as an autistic individual, please y’all, just love us for who were are 🙃 we don’t need to be cured, we just need to be accepted and not seen as freaks because we don’t act or respond to things the same way as people without autism. i like the way i am, it’s other people with closed minds who have an issue.",Anna Rower,1687746354.0,-gCSzvsCWCU,Youtube,0
it lit says in the vid that they had a sugar daddy .. obviously they were getting their nice stuff from that,felix,1694365732.0,HPc0nOxEmF0,Youtube,0
"Awe. She is so precious. You are really doing a great job making her happy. I have watched your videos, moms could learn from you on the best way to handle a child, autistic  or not. Calm demeanor, loving touch.",Vicki Bednar,1679194521.0,-gCSzvsCWCU,Youtube,0
@Anjali Bhandare ...patha nahee...iska medicine or treatment bhe nahe...lekin awareness abhi abhi bhad Raha hei...hindu newspaper and Indian express mei bhee aaya.....can't share with parents...even if we share they can't understand...bahut lonely feel ho Raha hei ....abhi 25 years age mein aise hua tho....future ke baare mein sochke bahut bhayanak feeling aa raha hei,game changer,1656145388.0,k1cy8GafMCw,Youtube,0
As a figure skater myself: he has what it takes!,Babi Borges,1681663085.0,8_RK7jQrQbc,Youtube,0
"Violets are grey
Roses are red
I likeked my own comment
Because no one will today












EDIT:mom im famous",cameron shurmer,1698625074.0,GqgRCPs1bdo,Youtube,0
THANK YOU!!! I’ve been trying to explain this for years.,Colleen O'Hare,1692213650.0,PGu2-QOfLBA,Youtube,0
I godamn relate to this..,Dono,1670142663.0,2n-GS8LUddU,Youtube,0
I finally got diagnosed with autism after living with it for years. It explained so much about the way I do things. Though I would like to know how you reacted when you learned about it. Half of my family is in denial and the other half has accepted it. Which one were you?,ℍ𝕠𝕥𝕞𝕖𝕤𝕤&𝔹𝕝𝕖𝕤𝕤𝕖𝕕 𝔼𝕩𝕡𝕣𝕖𝕤𝕤,1681841815.0,8_RK7jQrQbc,Youtube,0
Your so patience,"Mind your own Business, please",1665464535.0,-gCSzvsCWCU,Youtube,0
❤,Linda Nina,1688661959.0,sN3Cp_fuIlo,Youtube,0
"It can be, but it’s important to take little steps and make them in a controlled environment. Occupational therapy has been a great tool for me in learning to cope with sensory input I didn’t use to be able to tolerate, but I couldn’t achieve the same results by just tearing off my headphones in a busy airport.",No One In Particular,1668673888.0,-gCSzvsCWCU,Youtube,0
"I literally am the same, except for the last one.",Schmungobb Official,1681235443.0,fz6dbtnwEi0,Youtube,0
I was told over and over again I had a million different disorders. . My god 😢 stop forcing and confusing people at such a young young YOUNG AGE!!,@brittneeparker3370,1683536468.0,jWH4yjOP9JI,Youtube,0
I relate to big hero 6,ghosty-ghost,1691581515.0,QZYfVcw9gmU,Youtube,0
"The guy with the lipstick on says it’s not fragile, riiiiiiight.",Dennise C,1667098174.0,BcKuX6TV1To,Youtube,0
And the WOMAN is saying this stuff about MENs mental health,MeatyBallz,1688431982.0,ZwO0rervo8o,Youtube,0
The man’s a complete legend I don’t care what anyone says,@SIMON2500065,1679355689.0,jSYT7raFRiI,Youtube,0
Do PTSD :),ToastysRandoms,1671243861.0,GqgRCPs1bdo,Youtube,0
Pretty sure Alice is off the percs,Elmarcus,1690622232.0,QZYfVcw9gmU,Youtube,0
"Ben seems so amazing such simple truths are questioned. They are unable to solve simple problems. Just look at what God made you, boy or girl. This is simple and beyond that mentally ill.",S. Marten,1671596642.0,ih_t7x9LYLE,Youtube,0
I didn't even know I had ocd...,ur_fav_cake,1683863605.0,GqgRCPs1bdo,Youtube,0
